node_id,x,y
328,-0.251903322822112,0.424760040496505
329,0.252680956469242,0.426463236595231
330,-0.253187401566578,-0.425822646056521
331,0.252919943327339,-0.425372755626922
332,0.239650288222442,0.359841323830046
333,-0.239650288222443,-0.359841323830046
334,0.24068448850816,-0.358537372358665
335,-0.240996596827559,0.359475996675894
336,0.234698595625744,-0.494753735246169
337,-0.233662183070151,0.495121568585807
338,-0.234642254799717,-0.494795113024872
339,0.233925949986627,0.495538599013755
340,-0.161579124516224,0.515977575972219
341,0.163426542398272,-0.516730265232311
342,-0.166322031385481,-0.515702710146998
343,0.167066300245775,0.516667516673896
344,0.0282792531609351,-0.517151283174484
345,-0.0282792531609352,0.517151283174484
346,0.105605636074469,0.541199179309128
347,-0.105717593360774,-0.541147788207616
348,0.0897986521393946,-0.544516124044126
349,-0.0897986521393947,0.544516124044126
